"NIBRS Crimes and Rates by County - Last 3 Years"
"Current date: 3/6/2021 7:49:56 PM (Mountain Standard Time)"
"Jurisdiction by Geography","Offense Type","Incident Date","Number of Crimes",
"Adams County","Negligent Manslaughter","2019","22"
"Adams County","Negligent Manslaughter","2020","16"
"Adams County","Justifiable Homicide","2019",""
"Adams County","Justifiable Homicide","2020",""
"Adams County","Kidnapping/Abduction","2019","414"
"Adams County","Kidnapping/Abduction","2020","503"
"Adams County","Rape","2019","668"
"Adams County","Rape","2020","589"
"Adams County","Sodomy","2019","213"
"Adams County","Sodomy","2020","199"
"Adams County","Sexual Assault With An Object","2019","81"
"Adams County","Sexual Assault With An Object","2020","89"
"Adams County","Fondling","2019","545"
"Adams County","Fondling","2020","414"
"Adams County","Incest","2019","8"
"Adams County","Incest","2020","6"
"Adams County","Statutory Rape","2019","51"
"Adams County","Statutory Rape","2020","14"
"Adams County","Aggravated Assault","2019","2,838"
"Adams County","Aggravated Assault","2020","3,554"
"Adams County","Simple Assault","2019","8,141"
"Adams County","Simple Assault","2020","7,594"
"Adams County","Intimidation","2019","977"
"Adams County","Intimidation","2020","974"
"Adams County","Human Trafficking, Commercial Sex Acts","2019","15"
"Adams County","Human Trafficking, Commercial Sex Acts","2020","2"
"Adams County","Human Trafficking, Involuntary Servitude","2019","1"
"Adams County","Human Trafficking, Involuntary Servitude","2020","1"
"Adams County","Crimes Against Property","2019","42,278"
"Adams County","Crimes Against Property","2020","48,032"
"Adams County","Arson","2019","181"
"Adams County","Arson","2020","306"
"Adams County","Bribery","2019","3"
"Adams County","Bribery","2020","6"
"Adams County","Burglary/Breaking & Entering","2019","3,188"
"Adams County","Burglary/Breaking & Entering","2020","3,517"
"Adams County","Counterfeiting/Forgery","2019","964"
"Adams County","Counterfeiting/Forgery","2020","700"
"Adams County","Destruction/Damage/Vandalism of Property","2019","7,593"
"Adams County","Destruction/Damage/Vandalism of Property","2020","9,446"
"Adams County","Embezzlement","2019","180"
"Adams County","Embezzlement","2020","140"
"Adams County","Extortion/Blackmail","2019","86"
"Adams County","Extortion/Blackmail","2020","124"
"Adams County","False Pretenses/Swindle/Confidence Game","2019","1,026"
"Adams County","False Pretenses/Swindle/Confidence Game","2020","940"
"Adams County","Credit Card/Automated Teller Machine Fraud","2019","1,117"
"Adams County","Credit Card/Automated Teller Machine Fraud","2020","1,114"
"Adams County","Impersonation","2019","242"
"Adams County","Impersonation","2020","228"
"Adams County","Welfare Fraud","2019","1"
"Adams County","Welfare Fraud","2020","1"
"Adams County","Wire Fraud","2019","62"
"Adams County","Wire Fraud","2020","126"
"Adams County","Identity Theft","2019","1,839"
"Adams County","Identity Theft","2020","2,386"
"Adams County","Hacking/Computer Invasion","2019","30"
"Adams County","Hacking/Computer Invasion","2020","51"
"Adams County","Robbery","2019","951"
"Adams County","Robbery","2020","1,090"
"Adams County","Pocket-picking","2019","42"
"Adams County","Pocket-picking","2020","29"
"Adams County","Purse-snatching","2019","85"
"Adams County","Purse-snatching","2020","64"
"Adams County","Shoplifting","2019","4,502"
"Adams County","Shoplifting","2020","3,486"
"Adams County","Theft From Building","2019","2,130"
"Adams County","Theft From Building","2020","1,728"
"Adams County","Theft From Coin Operated Machine or Device","2019","95"
"Adams County","Theft From Coin Operated Machine or Device","2020","62"
"Adams County","Theft From Motor Vehicle","2019","4,670"
"Adams County","Theft From Motor Vehicle","2020","5,623"
"Adams County","Theft of Motor Vehicle Parts/Accessories","2019","3,100"
"Adams County","Theft of Motor Vehicle Parts/Accessories","2020","3,624"
"Adams County","All Other Larceny","2019","4,210"
"Adams County","All Other Larceny","2020","4,363"
"Adams County","Motor Vehicle Theft","2019","5,495"
"Adams County","Motor Vehicle Theft","2020","8,317"
"Adams County","Stolen Property Offenses","2019","486"
"Adams County","Stolen Property Offenses","2020","561"
"Adams County","Crimes Against Society","2019","7,927"
"Adams County","Crimes Against Society","2020","5,488"
"Adams County","Drug/Narcotic Violations","2019","3,719"
"Adams County","Drug/Narcotic Violations","2020","2,265"
"Adams County","Drug Equipment Violations","2019","2,509"
"Adams County","Drug Equipment Violations","2020","1,427"
"Adams County","Betting/Wagering","2019",""
"Adams County","Betting/Wagering","2020",""
"Adams County","Operating/Promoting/Assisting Gambling","2019",""
"Adams County","Operating/Promoting/Assisting Gambling","2020",""
"Adams County","Gambling Equipment Violations","2019",""
"Adams County","Gambling Equipment Violations","2020",""
"Adams County","Sports Tampering","2019",""
"Adams County","Sports Tampering","2020",""
"Adams County","Pornography/Obscene Material","2019","232"
"Adams County","Pornography/Obscene Material","2020","271"
"Adams County","Prostitution","2019","30"
"Adams County","Prostitution","2020","48"
"Adams County","Assisting or Promoting Prostitution","2019","8"
"Adams County","Assisting or Promoting Prostitution","2020","3"
"Adams County","Purchasing Prostitution","2019",""
"Adams County","Purchasing Prostitution","2020","1"
"Adams County","Weapon Law Violations","2019","1,173"
"Adams County","Weapon Law Violations","2020","1,292"
"Adams County","Animal Cruelty","2019","256"
"Adams County","Animal Cruelty","2020","181"
"Alamosa County","Crimes Against Person","2019","272"
"Alamosa County","Crimes Against Person","2020","264"
"Alamosa County","Murder and Nonnegligent Manslaughter","2019","1"
"Alamosa County","Murder and Nonnegligent Manslaughter","2020","3"
"Alamosa County","Negligent Manslaughter","2019",""
"Alamosa County","Negligent Manslaughter","2020","1"
"Alamosa County","Justifiable Homicide","2019",""
"Alamosa County","Justifiable Homicide","2020",""
"Alamosa County","Kidnapping/Abduction","2019","21"
"Alamosa County","Kidnapping/Abduction","2020","26"
"Alamosa County","Rape","2019","11"
"Alamosa County","Rape","2020","8"
"Alamosa County","Sodomy","2019",""
"Alamosa County","Sodomy","2020",""
"Alamosa County","Sexual Assault With An Object","2019","7"
"Alamosa County","Sexual Assault With An Object","2020","4"
"Alamosa County","Fondling","2019","14"
"Alamosa County","Fondling","2020","7"
"Alamosa County","Incest","2019","2"
"Alamosa County","Incest","2020","3"
"Alamosa County","Statutory Rape","2019","1"
"Alamosa County","Statutory Rape","2020",""
"Alamosa County","Aggravated Assault","2019","41"
"Alamosa County","Aggravated Assault","2020","52"
"Alamosa County","Simple Assault","2019","63"
"Alamosa County","Simple Assault","2020","68"
"Alamosa County","Intimidation","2019","111"
"Alamosa County","Intimidation","2020","92"
"Alamosa County","Human Trafficking, Commercial Sex Acts","2019",""
"Alamosa County","Human Trafficking, Commercial Sex Acts","2020",""
"Alamosa County","Human Trafficking, Involuntary Servitude","2019",""
"Alamosa County","Human Trafficking, Involuntary Servitude","2020",""
"Alamosa County","Crimes Against Property","2019","896"
"Alamosa County","Crimes Against Property","2020","785"
"Alamosa County","Arson","2019","5"
"Alamosa County","Arson","2020","6"
"Alamosa County","Bribery","2019",""
"Alamosa County","Bribery","2020",""
"Alamosa County","Burglary/Breaking & Entering","2019","93"
